name,min_price,max_price,headers,related_links,total_characteristics,char_Przekątna,char_Rozdzielczość,char_Matryca,char_Częstotliwość,char_Kontrast,char_Jasność,char_Złącza
MSI MAG 275CQPF,1099.0,1166.0,MSI,2024 rok; gamingowy; zakrzywiony; HDR; TÜV Rheinland; Adaptive-Sync; FreeSync; dobry sRGB,7,"27 """,2560x1440 (16:9),"*VA, czas reakcji 0.5 ms",180 Hz,5 000:1,300 cd/m²,"HDMI, DisplayPort"
Philips 27B2U3601,1015.0,1238.0,Philips,2025 rok; B series; Power Delivery; TÜV Rheinland; Adaptive-Sync; głośniki; dobry sRGB,7,"27 """,2560x1440 (16:9),"IPS, czas reakcji 4 ms",120 Hz,1 500:1,350 cd/m²,"HDMI, DisplayPort, USB C (wideo), LAN"
Philips 325B1L,1099.0,1280.0,Philips,głośniki; dobry NTSC; dobry sRGB,7,"32 """,2560x1440 (16:9),"IPS, czas reakcji 4 ms",75 Hz,1 200:1,250 cd/m²,"HDMI, DisplayPort"
Neovo LA-2402,406.0,1041.0,Neovo,2024 rok; głośniki,5,"23.8 """,1920x1080 (16:9),"*VA, czas reakcji 5 ms",,,250 cd/m²,"VGA, HDMI, DisplayPort"
Neovo SC-2202,1356.0,,Neovo,głośniki,6,"21.5 """,1920x1080 (16:9),"TN+film, czas reakcji 3 ms",60 Hz,,250 cd/m²,"VGA, HDMI"
MSI PRO MP271A E2,429.0,709.0,MSI,2025 rok; PRO; HDR; TÜV Rheinland; Adaptive-Sync; głośniki; dobry sRGB,7,"27 """,1920x1080 (16:9),"IPS, czas reakcji 4 ms, MPRT 1 ms",120 Hz,1 500:1,300 cd/m²,"VGA, HDMI, DisplayPort"
ASRock Phantom Gaming PG27QRT2A,981.0,1236.0,ASRock,2024 rok; gamingowy; zakrzywiony; FreeSync; głośniki; dobry sRGB,7,"27 """,2560x1440 (16:9),"*VA, MPRT 1 ms",180 Hz,5 000:1,300 cd/m²,"HDMI, DisplayPort"
Iiyama G-Master G2470HS-B1,442.0,628.0,Iiyama,2024 rok; G-Master (gamingowe); gamingowy; głośniki,7,"23.8 """,1920x1080 (16:9),"IPS, MPRT 0.2 ms",180 Hz,1 000:1,300 cd/m²,"HDMI, DisplayPort"
Iiyama ProLite LH5575UHS-B2AG,3964.0,4691.0,Iiyama,2025 rok; monitor LCD; 4K; głośniki; Wi-Fi; czytnik kart pamięci,7,"54.6 """,3840x2160 (16:9),"IPS, czas reakcji 8 ms",60 Hz,1 200:1,500 cd/m²,"HDMI, DisplayPort, LAN"
Samsung QM43C,2009.0,4730.0,Samsung,2024 rok; Panele LCD; monitor LCD; 4K; TÜV Rheinland; głośniki; Bluetooth; Wi-Fi,7,"42.5 """,3840x2160 (16:9),"*VA, czas reakcji 8 ms",60 Hz,4 000:1,500 cd/m²,"HDMI, DisplayPort, LAN"
Philips 328E1CA,1269.0,1644.0,Philips,E series; 4K; zakrzywiony; FreeSync; głośniki; dobry NTSC; dobry sRGB,7,"32 """,3840x2160 (16:9),"*VA, czas reakcji 4 ms",60 Hz,2 500:1,250 cd/m²,"HDMI, DisplayPort"
HP P27h G4,963.0,,HP,P-Series,7,"27 """,1920x1080 (16:9),"IPS, czas reakcji 5 ms",60 Hz,1 000:1,250 cd/m²,"VGA, HDMI, DisplayPort"
Philips 276B9,883.0,1573.0,Philips,B series; Power Delivery; FreeSync; głośniki; dobry NTSC; dobry sRGB,7,"27 """,2560x1440 (16:9),"IPS, czas reakcji 4 ms",75 Hz,1 000:1,350 cd/m²,"HDMI, DisplayPort, USB C (wideo)"
LG UltraWide 34WQ75X,1872.0,2418.0,LG,UltraWide (ultraszerokokątne 21:9); Power Delivery; zakrzywiony; HDR,7,"34 """,3440x1440 (21:9),"IPS, czas reakcji 5 ms",60 Hz,1 000:1,300 cd/m²,"HDMI, DisplayPort, USB C (wideo)"
Iiyama ProLite XU2792QSU-B6,799.0,889.0,Iiyama,2024 rok; TÜV Rheinland; FreeSync; głośniki,7,"27 """,2560x1440 (16:9),"IPS, MPRT 0.4 ms",100 Hz,1 300:1,250 cd/m²,"HDMI, DisplayPort"
Samsung Odyssey G51C 27,680.0,888.0,Samsung,2024 rok; Odyssey; gamingowy; HDR; TÜV Rheinland; FreeSync,7,"27 """,2560x1440 (16:9),"*VA, MPRT 1 ms",165 Hz,3 000:1,300 cd/m²,"HDMI, DisplayPort"
Lenovo ThinkVision P25i-30,703.0,1031.0,Lenovo,2024 rok; HDMI 2.1; Adaptive-Sync,7,"24.5 """,1920x1080 (16:9),"IPS, czas reakcji 4 ms",100 Hz,1 300:1,250 cd/m²,"VGA, HDMI, DisplayPort"
BenQ PD2705U,1529.0,2888.0,BenQ,PD (design i grafika); do grafiki; 4K; Power Delivery; HDR; CalMAN; Pantone; TÜV Rheinland; FreeSync; KVM; głośniki,7,"27 """,3840x2160 (16:9),"IPS, czas reakcji 5 ms",60 Hz,1 200:1,250 cd/m²,"HDMI, DisplayPort, USB C (wideo)"
HP Z43,2626.0,,HP,Z-Series; 4K,7,"43 """,3840x2160 (16:9),"IPS, czas reakcji 5 ms",60 Hz,1 000:1,350 cd/m²,"HDMI, DisplayPort, mini DisplayPort, USB C (wideo)"
AOC 27E4CV,986.0,1596.0,AOC,2025 rok; Professional (profesjonalne); Power Delivery; HDR; TÜV Rheinland; Adaptive-Sync; głośniki; dobry sRGB,7,"27 """,1920x1080 (16:9),"IPS, czas reakcji 4 ms",120 Hz,1 500:1,300 cd/m²,"HDMI, DisplayPort, USB C (wideo), LAN"
Viewsonic VA3820C,3199.0,3700.0,Viewsonic,2025 rok; VA (poziomu podstawowego); Power Delivery; zakrzywiony; HDR; Adaptive-Sync; głośniki; dobry NTSC; dobry sRGB; dobry DCI-P3,7,"37.5 """,3840x1600 (21:9),"IPS, czas reakcji 5 ms",75 Hz,2 000:1,300 cd/m²,"HDMI, DisplayPort, USB C (wideo)"
Dell Alienware AW2721D,3298.0,,Dell,Alienware; HDR; G-Sync; dobry sRGB; dobry DCI-P3,7,"27 """,2560x1440 (16:9),"IPS, czas reakcji 1 ms",240 Hz,1 000:1,450 cd/m²,"HDMI, DisplayPort"
Viewsonic VX3218-PC-MHD,799.0,1018.0,Viewsonic,VX (multimedialne); gamingowy; zakrzywiony; FreeSync; głośniki; dobry sRGB,7,"32 """,1920x1080 (16:9),"*VA, czas reakcji 4 ms, MPRT 1 ms",165 Hz,4 000:1,300 cd/m²,"HDMI, DisplayPort"
Acer Vero B247Ybmiprx,1003.0,1909.0,Acer,Vero; głośniki,7,"24 """,1920x1080 (16:9),"IPS, czas reakcji 4 ms",75 Hz,1 000:1,250 cd/m²,"VGA, HDMI, DisplayPort"
LG UltraGear 27G850A,2101.0,3701.0,LG,2025 rok; UltraGear (gamingowe); gamingowy; 4K; HDMI 2.1; HDR; Adaptive-Sync; FreeSync; dobry DCI-P3,7,"27 """,3840x2160 (16:9),"IPS, czas reakcji 1 ms",240 Hz,2 000:1,450 cd/m²,"HDMI, DisplayPort"
HP OMEN 27q G2,1059.0,1312.0,HP,2025 rok; OMEN; gamingowy; HDR; TÜV Rheinland; Adaptive-Sync; FreeSync,7,"27 """,2560x1440 (16:9),"IPS, czas reakcji 1 ms",180 Hz,1 000:1,400 cd/m²,"HDMI, DisplayPort"
Philips 16B1P3302D,697.0,1279.0,Philips,przenośny; Power Delivery,7,"15.6 """,1920x1080 (16:9),"IPS, czas reakcji 4 ms",75 Hz,700:1,250 cd/m²,USB C (wideo)
AOC Graphic Pro U32U3CV,2439.0,2879.0,AOC,2024 rok; Graphic Pro; do grafiki; 4K; USB C hub; Power Delivery; HDR; CalMAN; Adaptive-Sync; KVM; głośniki; dobry NTSC; dobry sRGB; dobry AdobeRGB; dobry DCI-P3,6,"31.5 """,3840x2160 (16:9),"IPS, czas reakcji 4 ms",60 Hz,1 000:1,,"HDMI, DisplayPort, USB C (wideo), LAN"
Acer Vero B277Gbmiprzx,670.0,1229.0,Acer,2025 rok; Vero; FreeSync; głośniki,7,"27 """,1920x1080 (16:9),"IPS, czas reakcji 4 ms",100 Hz,1 000:1,250 cd/m²,"VGA, HDMI, DisplayPort"
HP X27qc,1516.0,,HP,X-Series; gamingowy; zakrzywiony; FreeSync,7,"27 """,2560x1440 (16:9),"*VA, czas reakcji 4 ms",165 Hz,3 000:1,350 cd/m²,"HDMI, DisplayPort"
Viewsonic VX2779J-HD-PRO,723.0,866.0,Viewsonic,2025 rok; VX (multimedialne); gamingowy; HDR; FreeSync; dobry sRGB,7,"27 """,1920x1080 (16:9),"IPS, MPRT 1 ms",180 Hz,1 000:1,250 cd/m²,"HDMI, DisplayPort"
Lenovo T2324p,339.0,,Lenovo,,6,"23 """,1920x1080 (16:9),"IPS, czas reakcji 7 ms",,1 000:1,250 cd/m²,"VGA, HDMI"
Philips 242S1AE,478.0,669.0,Philips,S series; FreeSync; głośniki; dobry NTSC; dobry sRGB,7,"24 """,1920x1080 (16:9),"IPS, czas reakcji 4 ms",75 Hz,1 000:1,250 cd/m²,"VGA, DVI-D, HDMI, DisplayPort"
Philips 273V7QDSB,655.0,720.0,Philips,,7,"27 """,1920x1080 (16:9),"IPS, czas reakcji 5 ms",60 Hz,1 000:1,250 cd/m²,"VGA, DVI-D, HDMI"
MSI PRO MP245V,329.0,387.0,MSI,2024 rok; PRO; TÜV Rheinland,7,"23.8 """,1920x1080 (16:9),"*VA, czas reakcji 4 ms, MPRT 1 ms",100 Hz,4 000:1,300 cd/m²,"VGA, HDMI"
Dell Plus S2722DC,911.0,1523.0,Dell,Series S; Power Delivery; FreeSync; głośniki,7,"27 """,2560x1440 (16:9),"IPS, czas reakcji 4 ms",75 Hz,1 000:1,350 cd/m²,"HDMI, USB C (wideo)"
Dell P2421DC,2101.0,,Dell,Series P; Power Delivery,7,"24 """,2560x1440 (16:9),"IPS, czas reakcji 5 ms",60 Hz,1 000:1,300 cd/m²,"HDMI, DisplayPort, USB C (wideo)"
Lenovo T32h-20,2039.0,2543.0,Lenovo,,7,"32 """,2560x1440 (16:9),"IPS, czas reakcji 4 ms",60 Hz,1 000:1,350 cd/m²,"HDMI, DisplayPort, USB C (wideo)"
Asus TUF Gaming VG249QM5A,700.0,,Asus,2025 rok; TUF; gamingowy; HDR; TÜV Rheinland; Adaptive-Sync; FreeSync; głośniki,7,"23.8 """,1920x1080 (16:9),"IPS, czas reakcji 1 ms",240 Hz,1 000:1,300 cd/m²,"HDMI, DisplayPort"
Neovo MX-22,2988.0,5227.0,Neovo,głośniki,6,"22 """,1920x1080 (16:9),"TN+film, czas reakcji 3 ms",60 Hz,,250 cd/m²,"VGA, DVI-D, HDMI, DisplayPort"
Corsair XENEON 34WQHD240-C,5879.0,5920.0,Corsair,2024 rok; gamingowy; QD-OLED; HDMI 2.1; Power Delivery; zakrzywiony; HDR; TÜV Rheinland; FreeSync; KVM; dobry DCI-P3,7,"34 """,3440x1440 (21:9),"QD-OLED, czas reakcji 0.03 ms",240 Hz,1 500 000:1,250 cd/m²,"HDMI, DisplayPort, USB C (wideo)"
Asus VA27DCP,573.0,793.0,Asus,Power Delivery; FreeSync; głośniki,7,"27 """,1920x1080 (16:9),"IPS, czas reakcji 5 ms",75 Hz,1 000:1,250 cd/m²,"HDMI, USB C (wideo)"
Asus HA2741A,3894.0,4848.0,Asus,2024 rok; USB C hub; Power Delivery; TÜV Rheinland,7,"27 """,2560x1440 (16:9),"IPS, czas reakcji 5 ms",75 Hz,900:1,350 cd/m²,"HDMI, DisplayPort, USB C (wideo)"
Acer CB242YEbipr,478.0,526.0,Acer,2024 rok; FreeSync,7,"23.8 """,1920x1080 (16:9),"IPS, czas reakcji 4 ms, MPRT 1 ms",100 Hz,1 000:1,250 cd/m²,"VGA, HDMI, DisplayPort"
Eizo FlexScan EV3240X,4699.0,6191.0,Eizo,2024 rok; 4K; Power Delivery; TÜV Rheinland; głośniki,6,"31.5 """,3840x2560 (3:2),"IPS, czas reakcji 5 ms",,2 000:1,350 cd/m²,"HDMI, DisplayPort, USB C (wideo), LAN"
Fujitsu B27-9 TS QHD,1416.0,1470.0,Fujitsu,głośniki,7,"27 """,2560x1440 (16:9),"IPS, czas reakcji 5 ms",60 Hz,1 000:1,350 cd/m²,"DVI-D, HDMI, DisplayPort"
KOORUI G2741L,1177.0,1838.0,KOORUI,2025 rok; gamingowy; 4K; HDR; FreeSync,7,"27 """,3840x2160 (16:9),"IPS, MPRT 1 ms",160 Hz,1 000:1,350 cd/m²,"HDMI, DisplayPort"
Dell P2217,425.0,,Dell,Series P,7,"22 """,1680x1050 (16:10),"TN+film, czas reakcji 5 ms",60 Hz,1 000:1,250 cd/m²,"VGA, HDMI, DisplayPort"
Philips 221B8LJEB,396.0,442.0,Philips,B series; głośniki,7,"22 """,1920x1080 (16:9),"TN+film, czas reakcji 1 ms",60 Hz,1 000:1,250 cd/m²,"VGA, DVI-D, HDMI, DisplayPort"
AOC 24B3QA2,346.0,491.0,AOC,2025 rok; Home (domowe); Adaptive-Sync; głośniki,7,"23.8 """,1920x1080 (16:9),"IPS, czas reakcji 4 ms, MPRT 1 ms",120 Hz,1 300:1,300 cd/m²,"VGA, HDMI, DisplayPort"
LG UltraFine 27US500,803.0,912.0,LG,2025 rok; UltraFine (do grafiki); 4K; HDR,7,"27 """,3840x2160 (16:9),"IPS, czas reakcji 5 ms",60 Hz,1 000:1,300 cd/m²,"HDMI, DisplayPort"
NEC V801,33900.0,45754.0,NEC,monitor LCD; dotykowy; głośniki,7,"80 """,1920x1080 (16:9),"UV2A, czas reakcji 6 ms",85 Hz,5 000:1,460 cd/m²,"VGA, DVI-D, HDMI, DisplayPort, LAN"
Samsung ViewFinity S65TC 34,1890.0,3295.0,Samsung,2024 rok; USB C hub; Power Delivery; zakrzywiony; HDR; TÜV Rheinland; FreeSync; KVM; głośniki; dobry sRGB,7,"34 """,3440x1440 (21:9),"*VA, czas reakcji 5 ms",100 Hz,3 000:1,350 cd/m²,"HDMI, DisplayPort, USB C (wideo), Thunderbolt, LAN"
Gigabyte M32QC,1199.0,,Gigabyte,gamingowy; zakrzywiony; HDR; FreeSync; KVM; dobry sRGB,7,"32 """,2560x1440 (16:9),"*VA, czas reakcji 4 ms",165 Hz,3 000:1,350 cd/m²,"HDMI, DisplayPort, USB C (wideo)"
Dell Alienware AW2725DM,879.0,1141.0,Dell,2025 rok; Alienware; gamingowy; HDMI 2.1; HDR; Adaptive-Sync; FreeSync,7,"27 """,2560x1440 (16:9),"IPS, czas reakcji 1 ms",180 Hz,1 000:1,400 cd/m²,"HDMI, DisplayPort"
Asus TUF Gaming VG259QR,1449.0,,Asus,TUF; gamingowy; FreeSync; głośniki,7,"25 """,1920x1080 (16:9),"IPS, czas reakcji 4 ms",165 Hz,1 000:1,300 cd/m²,"HDMI, DisplayPort"
Asus BE279QFK,1206.0,1403.0,Asus,2024 rok; TÜV Rheinland; głośniki; kamera internetowa,7,"27 """,1920x1080 (16:9),"IPS, czas reakcji 5 ms",100 Hz,1 300:1,250 cd/m²,"VGA, HDMI, DisplayPort"
AOC U27B3M,613.0,975.0,AOC,2024 rok; Home (domowe); 4K; HDR; Adaptive-Sync; głośniki; dobry NTSC; dobry sRGB,7,"27 """,3840x2160 (16:9),"*VA, czas reakcji 4 ms",60 Hz,3 500:1,300 cd/m²,"HDMI, DisplayPort"
Redragon Neapolis II,418.0,462.0,Redragon,2025 rok,7,"23.8 """,1920x1080 (16:9),"*VA, czas reakcji 7 ms",100 Hz,3 000:1,250 cd/m²,"VGA, HDMI"
BenQ Zowie XL2546X+,1799.0,2789.0,BenQ,2025 rok; Zowie; gamingowy; Adaptive-Sync,7,"24.1 """,1920x1080 (16:9),TN+film,280 Hz,1 000:1,320 cd/m²,"HDMI, DisplayPort"
Viewsonic VG2756-4K,2051.0,2059.0,Viewsonic,VG (zaawansowane); 4K; Power Delivery; dobry NTSC; dobry sRGB,7,"27 """,3840x2160 (16:9),"IPS, czas reakcji 5 ms",60 Hz,1 000:1,350 cd/m²,"HDMI, DisplayPort, USB C (wideo), LAN"
LG 27U731SA,1234.0,1787.0,LG,2025 rok; smart; 4K; Power Delivery; HDR; głośniki; Bluetooth,7,"27 """,3840x2160 (16:9),"IPS, czas reakcji 5 ms",60 Hz,1 000:1,350 cd/m²,"HDMI, USB C (wideo)"
AOC U27P2CA,1162.0,1830.0,AOC,Professional (profesjonalne); 4K; Power Delivery; FreeSync; głośniki,7,"27 """,3840x2160 (16:9),"IPS, czas reakcji 4 ms",60 Hz,1 000:1,350 cd/m²,"HDMI, DisplayPort, USB C (wideo)"
Dell Pro Plus P2425E,919.0,1229.0,Dell,2024 rok; Series P; USB C hub; Power Delivery; TÜV Rheinland,7,"24.1 """,1920x1200 (16:10),"IPS, czas reakcji 8 ms",100 Hz,1 500:1,300 cd/m²,"HDMI, DisplayPort, USB C (wideo), LAN"
Samsung UH55F,15900.0,,Samsung,Panele LCD; ściana wizyjna,7,"55 """,1920x1080 (16:9),czas reakcji 8 ms,75 Hz,4 000:1,700 cd/m²,"VGA, DVI-D, HDMI, DisplayPort, LAN"
Asus TUF Gaming VG27AQL1A,4259.0,,Asus,TUF; gamingowy; HDR; FreeSync; głośniki; dobry sRGB,7,"27 """,2560x1440 (16:9),"IPS, czas reakcji 4 ms",170 Hz,1 000:1,400 cd/m²,"HDMI, DisplayPort"
Acer Vero B247YEbmiprxv,487.0,718.0,Acer,2024 rok; Vero; FreeSync; głośniki,7,"23.8 """,1920x1080 (16:9),"IPS, czas reakcji 4 ms",100 Hz,1 000:1,250 cd/m²,"VGA, HDMI, DisplayPort"
Asus VY229Q,544.0,752.0,Asus,TÜV Rheinland; Adaptive-Sync; FreeSync,6,"21.45 """,1920x1080 (16:9),"IPS, MPRT 2 ms",75 Hz,,250 cd/m²,"HDMI, DisplayPort"
Dell UltraSharp U4025QW,6058.0,8108.0,Dell,2024 rok; UltraSharp; 4K; 5K; HDMI 2.1; USB C hub; Power Delivery; zakrzywiony; HDR; TÜV Rheinland; KVM; głośniki; dobry sRGB; dobry DCI-P3,7,"39.7 """,5120x2160 (21:9),"IPS, czas reakcji 5 ms",120 Hz,2 000:1,450 cd/m²,"HDMI, DisplayPort, USB C (wideo), Thunderbolt, LAN"
Acer Nitro VG270UEbmiipx,611.0,822.0,Acer,2024 rok; Nitro; gamingowy; HDR; FreeSync; głośniki,6,"27 """,2560x1440 (16:9),"IPS, MPRT 1 ms",100 Hz,,350 cd/m²,"HDMI, DisplayPort"
LG 27BA45QB,807.0,850.0,LG,2025 rok; HDR; KVM; głośniki,7,"27 """,2560x1440 (16:9),"IPS, czas reakcji 5 ms",75 Hz,1 000:1,350 cd/m²,"HDMI, DisplayPort"
BenQ BL2485TC,1819.0,,BenQ,BL (dla firm); Power Delivery; TÜV Rheinland; głośniki,7,"23.8 """,1920x1080 (16:9),"IPS, czas reakcji 5 ms",75 Hz,1 000:1,250 cd/m²,"HDMI, DisplayPort, USB C (wideo)"
Hannspree HT273HPB,1756.0,2197.0,Hannspree,przenośny; dotykowy; głośniki,7,"27 """,1920x1080 (16:9),"IPS, czas reakcji 8 ms",60 Hz,1 000:1,300 cd/m²,"VGA, HDMI"
Iiyama ProLite T1634MC-B8X,2191.0,,Iiyama,dotykowy,7,"15.6 """,1920x1080 (16:9),"IPS, czas reakcji 25 ms",60 Hz,700:1,450 cd/m²,"VGA, HDMI, DisplayPort"
Neovo TX-42P,14790.0,,Neovo,monitor LCD; dotykowy; głośniki,7,"42 """,1920x1080 (16:9),"*VA, czas reakcji 5 ms",60 Hz,4 000:1,500 cd/m²,"VGA, DVI-D, HDMI"
Samsung SHR-B,6708.0,8258.0,Samsung,Panele LCD; informacyjny,7,"37 """,1920x540,"*VA, czas reakcji 7 ms",60 Hz,4 000:1,700 cd/m²,"HDMI, DisplayPort, LAN"
NEC P703,25900.0,39348.0,NEC,monitor LCD; głośniki,7,"70 """,1920x1080 (16:9),"UV2A, czas reakcji 8 ms",85 Hz,5 000:1,700 cd/m²,"VGA, DVI-D, HDMI, LAN"
Asus ProArt PA147CDV,2028.0,2381.0,Asus,ProArt; przenośny; do grafiki; dotykowy; CalMAN; TÜV Rheinland; głośniki; dobry sRGB,7,"14 """,1920x550 (32:9),"IPS, czas reakcji 5 ms",60 Hz,1 200:1,400 cd/m²,"HDMI, USB C (wideo)"
Asus TUF Gaming VG328QA1A,899.0,1225.0,Asus,TUF; gamingowy; Adaptive-Sync; FreeSync; głośniki; dobry sRGB,7,"31.5 """,1920x1080 (16:9),"*VA, MPRT 1 ms",170 Hz,3 000:1,300 cd/m²,"HDMI, DisplayPort"
Asus TUF Gaming VG34VQEL1A,1099.0,1899.0,Asus,TUF; gamingowy; zakrzywiony; HDR; TÜV Rheinland; Adaptive-Sync; FreeSync; głośniki; dobry sRGB,7,"34 """,3440x1440 (21:9),"*VA, MPRT 1 ms",100 Hz,3 000:1,300 cd/m²,"HDMI, DisplayPort"
Philips 24E1N3300A,949.0,,Philips,Power Delivery; głośniki; dobry NTSC; dobry sRGB,7,"23.8 """,1920x1080 (16:9),"IPS, czas reakcji 4 ms, MPRT 1 ms",75 Hz,1 000:1,300 cd/m²,"HDMI, USB C (wideo)"
AOC Q27E4CV,1048.0,,AOC,2025 rok; Professional (profesjonalne); Power Delivery; TÜV Rheinland; Adaptive-Sync; głośniki,7,"27 """,2560x1440 (16:9),"IPS, czas reakcji 4 ms",120 Hz,1 500:1,350 cd/m²,"HDMI, DisplayPort, USB C (wideo), LAN"
Philips 240B9,1033.0,1179.0,Philips,głośniki; dobry NTSC; dobry sRGB,7,"24 """,1920x1200 (16:10),"IPS, czas reakcji 4 ms",75 Hz,1 000:1,300 cd/m²,"VGA, DVI-D, HDMI, DisplayPort"
LG UltraGear 27GS75QX,969.0,1293.0,LG,2024 rok; UltraGear (gamingowe); gamingowy; HDR; FreeSync,7,"27 """,2560x1440 (16:9),"IPS, czas reakcji 1 ms",180 Hz,1 000:1,300 cd/m²,"HDMI, DisplayPort"
Iiyama G-Master GB2745QSU-B1,830.0,1150.0,Iiyama,2024 rok; G-Master (gamingowe); gamingowy; TÜV Rheinland; FreeSync; głośniki,7,"27 """,2560x1440 (16:9),"IPS, MPRT 1 ms",100 Hz,1 300:1,250 cd/m²,"HDMI, DisplayPort"
AOC AGON AG251FG,1246.0,,AOC,AGON; gamingowy; G-Sync; głośniki,7,"25 """,1920x1080 (16:9),"TN+film, czas reakcji 1 ms",240 Hz,1 000:1,400 cd/m²,"HDMI, DisplayPort"
Lenovo ThinkVision P27h-30,1374.0,1898.0,Lenovo,HDR; TÜV Rheinland,7,"27 """,2560x1440 (16:9),"IPS, czas reakcji 4 ms",60 Hz,1 000:1,350 cd/m²,"HDMI, DisplayPort, USB C (wideo), LAN"
LC-Power LC-M40-UWQHD-144,1954.0,2544.0,LC-Power,gamingowy; Power Delivery; HDR; FreeSync; dobry NTSC,7,"40 """,3440x1440 (21:9),"IPS, czas reakcji 4 ms",144 Hz,1 200:1,400 cd/m²,"HDMI, DisplayPort, USB C (wideo)"
AOC CU34V5CW,1172.0,1669.0,AOC,Power Delivery; zakrzywiony; FreeSync; głośniki; kamera internetowa,7,"34 """,3440x1440 (21:9),"*VA, czas reakcji 4 ms, MPRT 1 ms",100 Hz,3 000:1,300 cd/m²,"HDMI, DisplayPort, USB C (wideo)"
Iiyama ProLite TW1023ASC-B2P,1193.0,1471.0,Iiyama,2025 rok; informacyjny; dotykowy; głośniki; kamera internetowa; Bluetooth; Wi-Fi; czytnik kart pamięci,7,"10.1 """,1280x800 (16:10),"IPS, czas reakcji 25 ms",60 Hz,1 000:1,387 cd/m²,"Mini HDMI v 1.4, LAN"
Asus ProArt PA32UCG-K,15305.0,20488.0,Asus,2024 rok; ProArt; do grafiki; 4K; HDMI 2.1; Power Delivery; HDR; CalMAN; TÜV Rheinland; Adaptive-Sync; FreeSync; głośniki; dobry sRGB; dobry AdobeRGB; dobry DCI-P3,7,"32 """,3840x2160 (16:9),"Mini LED IPS, czas reakcji 5 ms",120 Hz,1 000:1,1000 cd/m²,"HDMI, DisplayPort, USB C (wideo), Thunderbolt"
UPERFECT Ustation Delta,1491.0,1990.0,UPERFECT,2024 rok; przenośny; HDR; głośniki; dobry sRGB,7,"15.6 """,1920x1080 (16:9),"IPS, czas reakcji 25 ms",60 Hz,1 000:1,300 cd/m²,"2xMini HDMI, USB C (wideo)"
Philips 24B2N4200,637.0,753.0,Philips,2025 rok; B series; USB C hub; Adaptive-Sync; głośniki; dobry sRGB,7,"23.8 """,1920x1080 (16:9),"IPS, czas reakcji 4 ms",120 Hz,1 500:1,300 cd/m²,"VGA, HDMI, DisplayPort"
LG UltraWide 40WP95XP,5074.0,7012.0,LG,2024 rok; UltraWide (ultraszerokokątne 21:9); 4K; 5K; Power Delivery; zakrzywiony; HDR; TÜV Rheinland; FreeSync; głośniki; dobry DCI-P3,7,"39.7 """,5120x2160 (21:9),"IPS, czas reakcji 5 ms",72 Hz,1 000:1,300 cd/m²,"HDMI, DisplayPort, USB C (wideo), Thunderbolt"
LG UltraWide 34BA75QE,1491.0,1740.0,LG,2025 rok; UltraWide (ultraszerokokątne 21:9); Power Delivery; zakrzywiony; HDR; KVM; głośniki,7,"34 """,3440x1440 (21:9),"IPS, czas reakcji 5 ms",60 Hz,1 000:1,300 cd/m²,"HDMI, DisplayPort, USB C (wideo), LAN"
NEC MultiSync E758,7442.0,13078.0,NEC,monitor LCD; 4K; głośniki,6,"74.5 """,3840x2160 (16:9),"IPS, czas reakcji 8 ms",60 Hz,,350 cd/m²,"VGA, HDMI, LAN"
Acer Nitro XV272UPbmiiprzx,1070.0,2339.0,Acer,Nitro; gamingowy; HDR; FreeSync; głośniki,6,"27 """,2560x1440 (16:9),"IPS, czas reakcji 5 ms",144 Hz,,350 cd/m²,"HDMI, DisplayPort"
Lenovo L27qe,549.0,796.0,Lenovo,2025 rok; HDMI 2.1; HDR; TÜV Rheinland; Adaptive-Sync; dobry sRGB,7,"27 """,2560x1440 (16:9),"IPS, czas reakcji 6 ms",100 Hz,1 000:1,250 cd/m²,"HDMI, DisplayPort"
HP E32k G5,1761.0,3536.0,HP,E-Series; 4K; Power Delivery; głośniki,7,"31.5 """,3840x2160 (16:9),"IPS, czas reakcji 5 ms",60 Hz,1 000:1,350 cd/m²,"HDMI, DisplayPort, USB C (wideo), LAN"
UPERFECT Ustation Delta Max,2199.0,,UPERFECT,2024 rok; przenośny; HDR; głośniki; dobry sRGB,7,"18.5 """,1920x1080 (16:9),"IPS, czas reakcji 16 ms",100 Hz,1 200:1,300 cd/m²,"2xMini HDMI, USB C (wideo)"
Acer Predator X49Xbmipphuzx,4499.0,7999.0,Acer,2024 rok; Predator; gamingowy; QD-OLED; HDMI 2.1; Power Delivery; zakrzywiony; HDR; Adaptive-Sync; FreeSync; KVM; głośniki; dobry DCI-P3,7,"49 """,5120x1440 (32:9),"QD-OLED, czas reakcji 0.03 ms",240 Hz,1 500 000:1,250 cd/m²,"HDMI, DisplayPort, USB C (wideo)"
Iiyama ProLite TW1023ASC-B1P,845.0,,Iiyama,przenośny; dotykowy; głośniki; kamera internetowa; czytnik kart pamięci,7,"10.1 """,1280x800 (16:10),"IPS, czas reakcji 25 ms",60 Hz,1 000:1,450 cd/m²,HDMI
Lenovo ThinkVision P27pz-30,4389.0,6229.0,Lenovo,2024 rok; 4K; HDMI 2.1; USB C hub; Power Delivery; HDR; KVM; dobry sRGB; dobry AdobeRGB; dobry DCI-P3,7,"27 """,3840x2160 (16:9),"Mini LED IPS, czas reakcji 4 ms",60 Hz,1 000:1,650 cd/m²,"HDMI, DisplayPort, USB C (wideo), LAN"
